date,hour,grid_zone,utilization_rate,pred_utilization,dynamic_tariff_inr,revenue_static,revenue_dyn_adj
2022-07-11,15,781,0.45714285714285713,0.37072255505839236,15.0,6601.04166625,6601.04166625
2022-07-11,16,781,0.45714285714285713,0.4291839714750409,15.0,6264.43749975,6264.43749975
2022-07-11,17,781,0.45714285714285713,0.44071070583656,15.0,6393.513888875001,6393.513888875001
2022-07-11,18,781,0.38333333333333336,0.43849319316447255,15.0,5258.763889125001,5258.763889125001
2022-07-11,19,781,0.3952380952380952,0.35284576588875965,15.0,7283.656249875,7283.656249875
2022-07-11,20,781,0.3071428571428571,0.39552539545037235,15.0,3773.784722125,3773.784722125
2022-07-11,21,781,0.3071428571428571,0.29616722496965286,14.961672249696528,5132.638889125,5126.064716998267
2022-07-11,22,781,0.2333333333333333,0.3090932350647977,15.0,1065.1041667875002,1065.1041667875002
2022-07-11,23,781,0.2571428571428571,0.22691828103931827,14.269182810393183,783.53819445,763.5207931560792
2022-07-12,0,781,0.2571428571428571,0.2690772650802963,14.690772650802963,787.5,779.2154443649677
2022-07-12,1,781,0.2785714285714285,0.26273488797842803,14.62734887978428,1692.3611109999997,1670.8168438641233
2022-07-12,2,781,0.33095238095238094,0.2873666269291312,14.873666269291313,3791.66666625,3775.565006838325
2022-07-12,3,781,0.3428571428571428,0.35747118977768705,15.0,4624.9999995,4624.9999995
2022-07-12,4,781,0.35000000000000003,0.353086300087891,15.0,4624.9999995,4624.9999995
2022-07-12,5,781,0.3595238095238095,0.35713754444437196,15.0,5354.6874995,5354.6874995
2022-07-12,6,781,0.3428571428571428,0.3682399973449581,15.0,4706.249999499999,4706.249999499999
2022-07-12,7,781,0.3452380952380953,0.3311136125567835,15.0,4629.9340273749995,4629.9340273749995
2022-07-12,8,781,0.4166666666666667,0.3380724406838064,15.0,6274.930555875,6274.930555875
2022-07-12,9,781,0.4880952380952381,0.4203371974341962,15.0,6178.916666624999,6178.916666624999
2022-07-12,10,781,0.49047619047619045,0.4763210532586181,15.0,6816.336805624998,6816.336805624998
2022-07-12,11,781,0.47380952380952385,0.48669328074651724,15.0,6810.96527775,6810.96527775
2022-07-12,12,781,0.4785714285714286,0.4675208146945919,15.0,7532.541666625,7532.541666625
2022-07-12,13,781,0.4476190476190476,0.477719196719446,15.0,8186.284722375,8186.284722375
2022-07-12,14,781,0.4452380952380952,0.4214948184065561,15.0,10064.930555874998,10064.930555874998
2022-07-12,15,781,0.3261904761904762,0.43366354054577233,15.0,5147.388888875001,5147.388888875001
2022-07-12,16,781,0.3547619047619048,0.30799801118778947,15.0,4659.149305375,4659.149305375
2022-07-12,17,781,0.38095238095238093,0.36308090472659255,15.0,5584.395833500001,5584.395833500001
2022-07-12,18,781,0.28095238095238095,0.381297072331214,15.0,4343.524305625,4343.524305625
2022-07-12,19,781,0.29523809523809524,0.2687592354413947,14.687592354413948,6325.048610999999,6257.810347305075
2022-07-12,20,781,0.23095238095238094,0.2884542523927751,14.884542523927752,2585.590277375,2575.5628263954677
2022-07-12,21,781,0.2595238095238095,0.22056701554327585,14.205670155432758,2677.6041669625,2602.9531127646324
2022-07-12,22,781,0.31666666666666665,0.26510749688478374,14.651074968847839,4539.8333335,4485.80302013652
2022-07-12,23,781,0.37857142857142856,0.31455137968647984,15.0,6887.49999975,6887.49999975
2022-07-13,0,781,0.3595238095238095,0.36585831270145935,15.0,6458.65624975,6458.65624975
2022-07-13,1,781,0.3976190476190476,0.34561218272893646,15.0,8304.131944000002,8304.131944000002
2022-07-13,2,781,0.3880952380952381,0.3981662601543692,15.0,8885.593749875,8885.593749875
2022-07-13,3,781,0.4000000000000001,0.37876381920115576,15.0,10162.5,10162.5
2022-07-13,4,781,0.4000000000000001,0.3927427275743498,15.0,10162.5,10162.5
2022-07-13,5,781,0.4000000000000001,0.39802625730109364,15.0,10162.5,10162.5
2022-07-13,6,781,0.4000000000000001,0.39156315483488063,15.0,10162.5,10162.5
2022-07-13,7,781,0.4000000000000001,0.37282150041446654,15.0,10162.5,10162.5
2022-07-13,8,781,0.4142857142857143,0.3835212268585271,15.0,8758.70138875,8758.70138875
2022-07-13,9,781,0.49523809523809526,0.41749624586869616,15.0,8267.482638875,8267.482638875
2022-07-13,10,781,0.4357142857142857,0.49208311253855336,15.0,4983.534721999999,4983.534721999999
2022-07-13,11,781,0.4380952380952381,0.4159555755072744,15.0,5515.104166250001,5515.104166250001
2022-07-13,12,781,0.4452380952380952,0.4465377821455084,15.0,6562.326388625,6562.326388625
2022-07-13,13,781,0.3547619047619048,0.4440186166632098,15.0,5311.1909722499995,5311.1909722499995
2022-07-13,14,781,0.3452380952380952,0.3285383231380649,15.0,3130.7743055,3130.7743055
2022-07-13,15,781,0.3071428571428571,0.33452850408912066,15.0,2697.840277625,2697.840277625
2022-07-13,16,781,0.28809523809523807,0.2986973486520684,14.986973486520684,2664.7604166250003,2663.6023271902623
2022-07-13,17,781,0.2619047619047619,0.28137751240949765,14.813775124094978,1996.8784724000004,1984.3289660867588
2022-07-13,18,781,0.2833333333333333,0.25638924783639655,14.563892478363964,2064.7326388124998,2033.8451442883368
2022-07-13,19,781,0.29285714285714287,0.2889116338907066,14.889116338907067,1205.7291666249998,1201.2397007828743
2022-07-13,20,781,0.34761904761904766,0.2874586468156905,14.874586468156906,3559.715277875,3544.7096419768322
2022-07-13,21,781,0.38571428571428573,0.3502647562125616,15.0,2422.6180553625,2422.6180553625
2022-07-13,22,781,0.3833333333333333,0.39346961898955224,15.0,1088.79166665,1088.79166665
2022-07-13,23,781,0.39285714285714285,0.38181462028105007,15.0,1115.7222221875,1115.7222221875
2022-07-14,0,781,0.31666666666666665,0.393496126116379,15.0,972.1006944875002,972.1006944875002
2022-07-14,1,781,0.3428571428571428,0.298741918911434,14.98741918911434,1046.6458333375,1046.2065434282595
2022-07-14,2,781,0.3428571428571428,0.35245028475573514,15.0,1050.0,1050.0
2022-07-14,3,781,0.3523809523809524,0.3467447585993392,15.0,1623.4374999999998,1623.4374999999998
2022-07-14,4,781,0.37142857142857144,0.3571015853840663,15.0,2925.0,2925.0
2022-07-14,5,781,0.37142857142857144,0.37826184846302735,15.0,2925.0,2925.0
2022-07-14,6,781,0.3523809523809524,0.37764920238980887,15.0,2871.4305555,2871.4305555
2022-07-14,7,781,0.3,0.3304016963402798,15.0,2710.9652775,2710.9652775
2022-07-14,8,781,0.2857142857142857,0.26985975529969825,14.698597552996983,3649.9722225,3612.5650349335965
2022-07-14,9,781,0.36190476190476195,0.28783125630901363,14.878312563090137,4678.59375,4659.462258759206
2022-07-14,10,781,0.4071428571428572,0.37324986713023744,15.0,3826.7361107500005,3826.7361107500005
2022-07-14,11,781,0.4166666666666667,0.4166100312836589,15.0,4055.208332875,4055.208332875
2022-07-14,12,781,0.42142857142857143,0.427239803341823,15.0,5131.673610874999,5131.673610874999
2022-07-14,13,781,0.42142857142857143,0.4195399423995095,15.0,4766.61805525,4766.61805525
2022-07-14,14,781,0.45714285714285713,0.3982582410973575,15.0,6762.499999499999,6762.499999499999
2022-07-14,15,781,0.4333333333333333,0.4234624087533851,15.0,5252.0833328749995,5252.0833328749995
2022-07-14,16,781,0.38571428571428573,0.39655634448819826,15.0,3147.694444375,3147.694444375
2022-07-14,17,781,0.3452380952380953,0.3512361022887214,15.0,3636.5347221249995,3636.5347221249995
2022-07-14,18,781,0.35714285714285715,0.3304374400835184,15.0,5832.788194250001,5832.788194250001
2022-07-14,19,781,0.2714285714285714,0.3564335514439275,15.0,3993.055555249999,3993.055555249999
2022-07-14,20,781,0.23095238095238094,0.256100825238698,14.56100825238698,4279.93402775,4215.472610121027
2022-07-14,21,781,0.2476190476190476,0.2308195248491898,14.308195248491897,3735.937499625,3645.81286344442
2022-07-14,22,781,0.22142857142857142,0.2539433695346505,14.539433695346505,3413.291666625,3359.281135777772
2022-07-14,23,781,0.2523809523809524,0.23295159823963754,14.329515982396375,1571.5208331625,1534.8282345796276
2022-07-15,0,781,0.2642857142857143,0.25702083928492797,14.57020839284928,1255.2083332875002,1236.7104816815327
2022-07-15,1,781,0.2785714285714285,0.27019359526229425,14.701935952622943,2143.75,2122.0276056911225
2022-07-15,2,781,0.2976190476190476,0.2776836010644411,14.776836010644411,3391.6666666250003,3366.061377057965
2022-07-15,3,781,0.3142857142857143,0.29827259195387407,14.98272591953874,4537.5,4534.884286525522
2022-07-15,4,781,0.3142857142857143,0.3172159055570593,15.0,4537.5,4537.5
2022-07-15,5,781,0.3142857142857143,0.31554722938859925,15.0,4537.5,4537.5
2022-07-15,6,781,0.34761904761904766,0.3163832100627492,15.0,5320.833333375,5320.833333375
2022-07-15,7,781,0.2976190476190476,0.338858563653241,15.0,4487.9409725000005,4487.9409725000005
2022-07-15,8,781,0.36428571428571427,0.2645671815564972,14.645671815564972,4627.600694375,4571.653297850177
2022-07-15,9,781,0.3952380952380952,0.3721769751067287,15.0,5064.361111374999,5064.361111374999
2022-07-15,10,781,0.4047619047619047,0.4000403625413137,15.0,7102.00694475,7102.00694475
2022-07-15,11,781,0.41190476190476194,0.4117987144725332,15.0,8497.9444445,8497.9444445
2022-07-15,12,781,0.40952380952380957,0.43319785977261294,15.0,7563.4409725,7563.4409725
2022-07-15,13,781,0.30952380952380953,0.4083921996926441,15.0,5813.09027775,5813.09027775
2022-07-15,14,781,0.26666666666666666,0.2950841469551428,14.95084146955143,3402.3333337500003,3396.739939198472
2022-07-15,15,781,0.2523809523809524,0.2609799404799165,14.609799404799166,2954.1666662499997,2914.7432107773393
2022-07-15,16,781,0.26904761904761904,0.2481022489312359,14.481022489312359,1706.7986110375,1676.2507075837118
2022-07-15,17,781,0.3119047619047619,0.2687035027300273,14.687035027300274,4237.500000375,4192.371363029048
2022-07-15,18,781,0.30476190476190473,0.3207434784509575,15.0,4422.753472375,4422.753472375
2022-07-15,19,781,0.2619047619047619,0.29944082067386624,14.994408206738662,4337.951389,4337.14252333356
2022-07-15,20,781,0.20714285714285716,0.2526256432594708,14.526256432594707,3224.826388875,3172.2933472693067
2022-07-15,21,781,0.15,0.2085282666802744,14.085282666802744,943.7500000749999,913.2197551081408
2022-07-15,22,781,0.1880952380952381,0.14959823551914897,13.49598235519149,2258.8506946499997,2134.250815028765
2022-07-15,23,781,0.2642857142857143,0.21142592708069463,14.114259270806947,804.7812499875,779.6172647756097
2022-07-16,0,781,0.26190476190476186,0.2709559902688163,14.709559902688163,1046.875,1036.5436071889974
2022-07-16,1,781,0.2857142857142857,0.260411098221324,14.604110982213239,2662.5,2626.4375416612006
2022-07-16,2,781,0.29523809523809524,0.2803048189313379,14.80304818931338,3236.4583333749997,3214.9318062545103
2022-07-16,3,781,0.3119047619047619,0.2933568215168645,14.933568215168645,5424.305555749999,5412.240815881283
2022-07-16,4,781,0.2857142857142857,0.3125020475903151,15.0,4450.0000005,4450.0000005
2022-07-16,5,781,0.2857142857142857,0.2777529248616924,14.777529248616924,4450.0000005,4416.510739270563
2022-07-16,6,781,0.2857142857142857,0.283804287344612,14.838042873446119,4450.0000005,4425.71697340679
2022-07-16,7,781,0.2857142857142857,0.27401764504842313,14.740176450484231,4450.0000005,4410.7919254682465
2022-07-16,8,781,0.2833333333333333,0.28035942438684036,14.803594243868405,4403.1250005,4373.920916175232
2022-07-16,9,781,0.2809523809523809,0.2817665493971826,14.817665493971827,2645.4618056249997,2629.1877272739316
2022-07-16,10,781,0.319047619047619,0.27745572366151555,14.774557236615156,4199.677083125,4167.643197928891
2022-07-16,11,781,0.34047619047619043,0.3229746969956944,15.0,4620.065971749999,4620.065971749999
2022-07-16,12,781,0.3,0.3577243542604064,15.0,5246.2291669999995,5246.2291669999995
2022-07-16,13,781,0.22857142857142856,0.2870263156477314,14.870263156477314,4278.28125,4259.619536438597
2022-07-16,14,781,0.2119047619047619,0.20924053328059883,14.092405332805988,4221.60069475,4086.156283198587
2022-07-16,15,781,0.20952380952380953,0.2161272766932066,14.161272766932067,4458.0868057125,4326.4803991686795
2022-07-16,16,781,0.14523809523809525,0.19754931238815385,13.975493123881538,442.361111125,426.2225809772846
2022-07-16,17,781,0.2595238095238095,0.15342714334226298,13.53427143342263,4094.6666665000002,3875.062516321022
2022-07-16,18,781,0.2904761904761905,0.26608608785437665,14.660860878543767,2756.7430555,2724.874479902512
2022-07-16,19,781,0.3142857142857143,0.2905786301124726,14.905786301124726,3902.28124975,3889.9493324836594
2022-07-16,20,781,0.29285714285714287,0.3079916668470452,15.0,3925.222222375,3925.222222375
2022-07-16,21,781,0.2857142857142857,0.27329315056048975,14.732931505604897,2662.5,2638.375661436635
2022-07-16,22,781,0.3142857142857143,0.27059556538003404,14.70595565380034,2746.1840273749995,2718.739718309681
2022-07-16,23,781,0.3142857142857143,0.3119142329243033,15.0,1607.4895833125004,1607.4895833125004
2022-07-17,0,781,0.3238095238095238,0.3097493792344834,15.0,1483.333333375,1483.333333375
2022-07-17,1,781,0.4142857142857143,0.32432022525783205,15.0,5715.9027778750005,5715.9027778750005
2022-07-17,2,781,0.39285714285714285,0.40511974306422904,15.0,4414.583333375,4414.583333375
2022-07-17,3,781,0.38333333333333336,0.37402612051385464,15.0,4751.364583625,4751.364583625
2022-07-17,4,781,0.37142857142857144,0.36641587691508604,15.0,4712.5000005,4712.5000005
2022-07-17,5,781,0.37142857142857144,0.3609023497000918,15.0,4712.5000005,4712.5000005
2022-07-17,6,781,0.37142857142857144,0.3676809142981121,15.0,4712.5000005,4712.5000005
2022-07-17,7,781,0.37142857142857144,0.3557321846497352,15.0,4712.5000005,4712.5000005
2022-07-17,8,781,0.37142857142857144,0.3553195545676215,15.0,4712.5000005,4712.5000005
2022-07-17,9,781,0.3357142857142857,0.35334605855032836,15.0,4607.864583250001,4607.864583250001
2022-07-17,10,781,0.26904761904761904,0.32506489546221373,15.0,5698.187500125,5698.187500125
2022-07-17,11,781,0.2476190476190476,0.2620425975429756,14.620425975429757,6572.670139125001,6487.405272971692
2022-07-17,12,781,0.21666666666666667,0.24250796713448158,14.425079671344816,5332.812500499999,5226.697373177129
2022-07-17,13,781,0.20000000000000004,0.213806337516376,14.13806337516376,4187.5000005,4060.274592722156
2022-07-17,14,781,0.20476190476190478,0.19875191007437248,13.987519100743725,1908.2048612250003,1839.4571969119593
2022-07-17,15,781,0.2785714285714285,0.21139457099043465,14.113945709904346,2094.7916666250003,2029.2670182814325
2022-07-17,16,781,0.2714285714285714,0.2685991829201199,14.685991829201198,1824.9999999999998,1805.4979539104631
2022-07-17,17,781,0.25,0.2559060684516725,14.559060684516725,766.6215277875,755.0225147493333
2022-07-17,18,781,0.32142857142857145,0.24046626851064445,14.404662685106445,2563.4131945875,2510.524362282005
2022-07-17,19,781,0.35714285714285715,0.339887838359051,15.0,2881.2500002500005,2881.2500002500005
2022-07-17,20,781,0.3428571428571428,0.36104267465529516,15.0,1123.9583333750002,1123.9583333750002
2022-07-17,21,781,0.29285714285714287,0.33350187944561105,15.0,903.0243055374999,903.0243055374999
2022-07-17,22,781,0.32857142857142857,0.27824096571523915,14.78240965715239,2285.82986125,2269.0102136129212
2022-07-17,23,781,0.37142857142857144,0.3376572991269934,15.0,2925.0,2925.0
2022-07-18,0,781,0.3952380952380952,0.3791104761733626,15.0,2960.315972,2960.315972
2022-07-18,1,781,0.430952380952381,0.4020315903432936,15.0,5374.2291665,5374.2291665
2022-07-18,2,781,0.45714285714285713,0.437709272854295,15.0,6762.499999499999,6762.499999499999
2022-07-18,3,781,0.45714285714285713,0.4609997728947381,15.0,6762.499999499999,6762.499999499999
2022-07-18,4,781,0.45714285714285713,0.4552657570468707,15.0,6762.499999499999,6762.499999499999
2022-07-18,5,781,0.45714285714285713,0.45670237125577484,15.0,6762.499999499999,6762.499999499999
2022-07-18,6,781,0.45714285714285713,0.45670237125577484,15.0,6762.499999499999,6762.499999499999
2022-07-18,7,781,0.44047619047619047,0.42619608869711284,15.0,6713.815972,6713.815972
2022-07-18,8,781,0.4000000000000001,0.4027747233403296,15.0,6192.809028125,6192.809028125
2022-07-18,9,781,0.38333333333333336,0.3639050219341732,15.0,4748.95833325,4748.95833325
2022-07-18,10,781,0.40238095238095245,0.3572298934354539,15.0,4848.437499999999,4848.437499999999
2022-07-18,11,781,0.41904761904761906,0.3894264816063435,15.0,6645.833333375001,6645.833333375001
2022-07-18,12,781,0.39999999999999997,0.408562231794059,15.0,7139.750000124999,7139.750000124999
2022-07-18,13,781,0.4761904761904761,0.3791601524431391,15.0,11827.604166874999,11827.604166874999
2022-07-18,14,781,0.3523809523809524,0.4161739210475662,15.0,7147.4479167499985,7147.4479167499985
2022-07-18,15,781,0.29285714285714287,0.3131123132556178,15.0,3722.121527875,3722.121527875
2022-07-18,16,781,0.26666666666666666,0.2706255218128386,14.706255218128387,3011.1250003750006,2981.064218666716
2022-07-18,17,781,0.2738095238095238,0.2529717860915454,14.529717860915454,2630.82986125,2588.29578864812
2022-07-18,18,781,0.24285714285714285,0.2717212144045833,14.717212144045833,2521.430555375,2497.214810222696
2022-07-18,19,781,0.32857142857142857,0.2485192014704661,14.485192014704662,4939.670138875001,4851.994868355018
2022-07-18,20,781,0.3238095238095238,0.34305388937175924,15.0,3928.3680552374994,3928.3680552374994
2022-07-18,21,781,0.30476190476190473,0.3188394620360149,15.0,1385.0729166124997,1385.0729166124997
2022-07-18,22,781,0.3,0.2983425815641869,14.98342581564187,913.8402778125001,913.3348480485497
2022-07-18,23,781,0.34047619047619043,0.2942223445409928,14.942223445409928,2748.4375005,2743.1239374296347
2022-06-20,0,783,0.08333333333333333,0.08677688282334141,12.867768828233414,175.00000005,160.79393663347096
2022-06-20,1,783,0.08333333333333333,0.08677688282334141,12.867768828233414,175.00000005,160.79393663347096
2022-06-20,2,783,0.08333333333333333,0.08677688282334141,12.867768828233414,175.00000005,160.79393663347096
